id,Level,TopicHeading,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData,PassageId,Subscription
E_RP_L009_Q039,9,The Little Seed,What came out of the soil?,A flower,A sprout,A rock,A stick,A sprout,MCQ,,P009,
E_RP_L009_Q040,9,The Little Seed,Lily watered the seed.,TRUE,FALSE,,,TRUE,MCQ,,P009,
E_RP_L009_Q041,9,The Little Seed,The seed grew into a healthy plant.,TRUE,FALSE,,,TRUE,MCQ,,P009,
E_RP_L010_Q042,10,A Trip to the Zoo,Where did Tom go with his family?,Park,Farm,Zoo,Beach,Zoo,MCQ,,P010,
E_RP_L010_Q043,10,A Trip to the Zoo,What was Tom's favorite animal?,Lion,Monkey,Elephant,Giraffe,Elephant,MCQ,,P010,
E_RP_L010_Q044,10,A Trip to the Zoo,What did the elephant use to pick up food?,Leg,Ear,Trunk,Tail,Trunk,MCQ,,P010,
E_RP_L010_Q045,10,A Trip to the Zoo,Tom thanked the zoo workers.,TRUE,FALSE,,,TRUE,MCQ,,P010,
E_RP_L010_Q046,10,A Trip to the Zoo,Tom wanted to visit the _____ again.,,,,,zoo,FillBlank,,P010,
E_RP_L011_Q047,11,A Day at the Beach,Where did Ava and her family go?,park,beach,zoo,forest,beach,MCQ,,P011,
E_RP_L011_Q048,11,A Day at the Beach,What did Ava use to build a sandcastle?,A kite,A bucket and shovel,A ball,A net,A bucket and shovel,MCQ,,P011,
E_RP_L011_Q049,11,A Day at the Beach,What did Ava and her brother find on the beach?,Flowers,Seashells,Toys,Leaves,Seashells,MCQ,,P011,
E_RP_L011_Q050,11,A Day at the Beach,Ava's family cleaned up their trash before going home.,TRUE,FALSE,,,TRUE,MCQ,,P011,
E_RP_L011_Q051,11,A Day at the Beach,Everyone should help keep the beach _____.,,,,,Clean,FillBlank,,P011,
E_RP_L012_Q052,12,The Busy Honeybee,What was the honeybee looking for?,Honey,Nectar,Water,Leaves,Nectar,MCQ,,P012,
E_RP_L012_Q053,12,The Busy Honeybee,Where did the bee take the nectar?,To a tree,To its hive,To a pond,To a nest,To its hive,MCQ,,P012,
E_RP_L012_Q054,12,The Busy Honeybee,What stuck to the bee's body?,Sand,Pollen,Water,Grass,Pollen,MCQ,,P012,
E_RP_L012_Q055,12,The Busy Honeybee,The honeybee helped new plants grow.,TRUE,FALSE,,,TRUE,MCQ,,P012,
E_RP_L012_Q056,12,The Busy Honeybee,The bee returned to its _____ at the end of the day.,,,,,Hive,FillBlank,,P012,
E_RP_L013_Q057,13,My New Library,Where did Sam go for the first time?,The museum,The library,The playground,The store,The library,MCQ,,P013,
E_RP_L013_Q058,13,My New Library,Who helped Sam find a book?,His friend,The teacher,The librarian,His mother,The librarian,MCQ,,P013,
E_RP_L013_Q059,13,My New Library,What did Sam enjoy in the book?,Colorful pictures,Only numbers,Maps,Stickers,Colorful pictures,MCQ,,P013,
E_RP_L013_Q060,13,My New Library,Sam thanked the librarian before leaving.,TRUE,FALSE,,,TRUE,MCQ,,P013,
E_RP_L013_Q061,13,My New Library,Sam wanted to read another wonderful _____.,,,,,Story,FillBlank,,P013,
E_RP_L014_Q062,14,The Snowman,What covered the ground?,Rain,Leaves,Snow,Sand,Snow,MCQ,,P014,
E_RP_L014_Q063,14,The Snowman,How many snowballs did the children use?,One,Two,Three,Four,Three,MCQ,,P014,
E_RP_L014_Q064,14,The Snowman,What did they use for the snowman's nose?,A stick,A carrot,A leaf,A flower,A carrot,MCQ,,P014,
E_RP_L014_Q065,14,The Snowman,The children drank hot chocolate after playing.,TRUE,FALSE,,,TRUE,MCQ,,P014,
E_RP_L014_Q066,14,The Snowman,The children wore warm coats before going outside.,TRUE,FALSE,,,TRUE,MCQ,,P014,
E_RP_L015_Q067,15,The Helpful Robot,What was the robot's name?,Max,Bolt,Robo,Spark,Robo,MCQ,,P015,
E_RP_L015_Q068,15,The Helpful Robot,What could Robo help the class do?,Fly a plane,Count numbers and spell words,Cook food,Paint walls,Count numbers and spell words,MCQ,,P015,
E_RP_L015_Q069,15,The Helpful Robot,What do robots follow carefully?,Music,Instructions,Stories,Dreams,Instructions,MCQ,,P015,
E_RP_L015_Q070,15,The Helpful Robot,Lily thanked Robo at the end of the lesson.,TRUE,FALSE,,,TRUE,MCQ,,P015,
E_RP_L015_Q071,15,The Helpful Robot,Technology can make learning fun.,TRUE,FALSE,,,TRUE,MCQ,,P015,
E_RP_L016_Q072,16,The Moon and the Stars,Where did Mia look at night?,Window,Garden,Kitchen,School,Window,MCQ,,P016,
E_RP_L016_Q073,16,The Moon and the Stars,What shines on the moon?,Sunlight,Moonlight,Fire,Lightning,Sunlight,MCQ,,P016,
E_RP_L016_Q074,16,The Moon and the Stars,What did Mia use to see the moon?,Telescope,Binoculars,Camera,Map,Telescope,MCQ,,P016,
E_RP_L016_Q075,16,The Moon and the Stars,What are groups of stars called?,Constellations,Clouds,Planets,Comets,Constellations,MCQ,,P016,
E_RP_L016_Q076,16,The Moon and the Stars,Where did Mia hope to visit?,Space museum,Zoo,Library,Park,Space museum,MCQ,,P016,
E_RP_L016_Q077,16,The Moon and the Stars,What did Mia enjoy every clear night?,Night sky,Rainbow,Sunrise,River,Night sky,MCQ,,P016,
E_RP_L017_Q078,17,The Healthy Breakfast,What did Rafi eat every morning?,Breakfast,Lunch,Dinner,Snack,Breakfast,MCQ,,P017,
E_RP_L017_Q079,17,The Healthy Breakfast,Which fruit did Rafi like most?,Banana,Apple,Orange,Grapes,Banana,MCQ,,P017,
E_RP_L017_Q080,17,The Healthy Breakfast,How did Rafi feel at school?,Strong,Tired,Sleepy,Hungry,Strong,MCQ,,P017,
E_RP_L017_Q081,17,The Healthy Breakfast,Why is breakfast important?,Energy,Fun,Sleep,Homework,Energy,MCQ,,P017,
E_RP_L017_Q082,17,The Healthy Breakfast,What did Rafi thank his mother for?,Breakfast,Toys,Books,Clothes,Breakfast,MCQ,,P017,
E_RP_L017_Q083,17,The Healthy Breakfast,What should Rafi choose instead of sweets?,Fruits,Candy,Cookies,Chips,Fruits,MCQ,,P017,
E_RP_L018_Q084,18,The Little Red Kite,What color was the kite?,Red,Blue,Green,Yellow,Red,MCQ,,P018,
E_RP_L018_Q085,18,The Little Red Kite,Where did Amina and Sami go?,Park,School,Beach,Zoo,Park,MCQ,,P018,
E_RP_L018_Q086,18,The Little Red Kite,What helped the kite fly?,Wind,Rain,Snow,Sun,Wind,MCQ,,P018,
E_RP_L018_Q087,18,The Little Red Kite,Where should people fly kites?,Open places,Roads,Houses,Bridges,Open places,MCQ,,P018,
E_RP_L018_Q088,18,The Little Red Kite,What did Sami fold?,Kite,String,Bag,Book,Kite,MCQ,,P018,
E_RP_L018_Q089,18,The Little Red Kite,What did the children hope for?,Windy day,Rainy day,Snowy day,Hot day,Windy day,MCQ,,P018,
E_RP_L019_Q090,19,The Kind Bus Driver,Where did Nila wait?,Bus stop,School,Park,Home,Bus stop,MCQ,,P019,
E_RP_L019_Q091,19,The Kind Bus Driver,Who drove the school bus?,Mr. Karim,Teacher,Police,Chef,Mr. Karim,MCQ,,P019,
E_RP_L019_Q092,19,The Kind Bus Driver,What should children wear on the bus?,Seat belt,Hat,Gloves,Scarf,Seat belt,MCQ,,P019,
E_RP_L019_Q093,19,The Kind Bus Driver,What did the little boy drop?,Lunch box,School bag,Book,Water bottle,Lunch box,MCQ,,P019,
E_RP_L019_Q094,19,The Kind Bus Driver,How was Mr. Karim?,Careful,Lazy,Angry,Noisy,Careful,MCQ,,P019,
E_RP_L019_Q095,19,The Kind Bus Driver,What kind of helper was Mr. Karim?,Bus driver,Doctor,Firefighter,Farmer,Bus driver,MCQ,,P019,
E_RP_L020_Q096,20,The Magic Paintbrush,Who gave Lina the paintbrush?,Grandmother,Mother,Father,Teacher,Grandmother,MCQ,,P020,
E_RP_L020_Q097,20,The Magic Paintbrush,What did Lina paint first?,Butterfly,Flower,Tree,Bird,Butterfly,MCQ,,P020,
E_RP_L020_Q098,20,The Magic Paintbrush,What happened to the apple?,Became real,Fell down,Changed color,Disappeared,Became real,MCQ,,P020,
E_RP_L020_Q099,20,The Magic Paintbrush,What did Lina paint for the hungry family?,Fruit,Umbrella,Cake,Toys,Fruit,MCQ,,P020,
E_RP_L020_Q100,20,The Magic Paintbrush,What made the magic stronger?,Kindness,Luck,Music,Speed,Kindness,MCQ,,P020,
E_RP_L020_Q101,20,The Magic Paintbrush,Where did Lina keep the paintbrush?,Box,Drawer,Table,Bag,Box,MCQ,,P020,
E_RP_L020_Q102,21,The Magic Porridge Pot,What was the little girl's name?,Mia,Lily,Sara,Emma,Mia,MCQ,,P021,
E_RP_L020_Q103,21,The Magic Porridge Pot,Who gave Mia the magic pot?,Her mother,An old woman,A farmer,Her friend,An old woman,MCQ,,P021,
E_RP_L020_Q104,21,The Magic Porridge Pot,What did the magic pot make?,Bread,Rice,Porridge,Cake,Porridge,MCQ,,P021,
E_RP_L020_Q105,21,The Magic Porridge Pot,What happened when Mia's mother forgot the stopping words?,The pot broke,The pot kept making porridge,The pot disappeared,The house became empty,The pot kept making porridge,MCQ,,P021,
E_RP_L020_Q106,21,The Magic Porridge Pot,What did Mia and her mother learn?,Magic should be used carefully,Never eat porridge,Never go outside,Pots are dangerous,Magic should be used carefully,MCQ,,P021,
E_RP_L020_Q107,22,The Ugly Duckling,What was different about the ugly duckling?,He was big and gray,He was small and white,He had no feathers,He could not swim,He was big and gray,MCQ,,P022,
E_RP_L020_Q108,22,The Ugly Duckling,Why did the little duckling leave the farm?,He wanted to find food,The other ducklings laughed at him,His mother told him to leave,He wanted to fly,The other ducklings laughed at him,MCQ,,P022,
E_RP_L020_Q109,22,The Ugly Duckling,Where did the duckling go in spring?,To a lake,To a mountain,To a city,To a farm,To a lake,MCQ,,P022,
E_RP_L020_Q110,22,The Ugly Duckling,What did the duckling become?,A goose,A swan,A chicken,An eagle,A swan,MCQ,,P022,
E_RP_L020_Q111,22,The Ugly Duckling,What did the little swan learn?,Being different can be special,Winter is always warm,Birds cannot swim,Never visit a lake,Being different can be special,MCQ,,P022,
E_RP_L020_Q112,23,The Brave Little Turtle,What was the name of the little turtle?,Tim,Tom,Sam,Ben,Tim,MCQ,,P023,
E_RP_L020_Q113,23,The Brave Little Turtle,Where did Tim live?,Near a pond,In a cave,On a farm,In a tree,Near a pond,MCQ,,P023,
E_RP_L020_Q114,23,The Brave Little Turtle,What happened to the little bird?,It lost its food,It fell from its nest,It could not swim,It broke its wing,It fell from its nest,MCQ,,P023,
E_RP_L020_Q115,23,The Brave Little Turtle,How did Tim help the little bird?,He gave it food,He carried it home,He pushed a branch near the tree,He called another turtle,He pushed a branch near the tree,MCQ,,P023,
E_RP_L020_Q116,23,The Brave Little Turtle,What did Tim learn?,Small animals cannot help,Being brave means being big,"Even a small animal can do a big, kind thing",Birds should not fly,"Even a small animal can do a big, kind thing",MCQ,,P023,
E_RP_L020_Q117,24,The Ant and the Grasshopper,What was the ant doing during summer?,Sleeping,Collecting food,Singing,Playing games,Collecting food,MCQ,,P024,
E_RP_L020_Q118,24,The Ant and the Grasshopper,What happened when winter came?,The weather became hot,There was lots of food,The grasshopper became hungry,The ant left her home,The grasshopper became hungry,MCQ,,P024,
E_RP_L020_Q119,24,The Ant and the Grasshopper,What did the kind ant do for the grasshopper?,She shared her food,She asked him to leave,She gave him a toy,She went away,She shared her food,MCQ,,P024,
E_RP_L020_Q120,24,The Ant and the Grasshopper,"What is a similar word for ""happy""?",Sad,Angry,Glad,Tired,Glad,MCQ,,P024,
E_RP_L020_Q121,24,The Ant and the Grasshopper,What did the grasshopper do when spring came?,He kept his promise and helped the ant,He went away,He stopped playing forever,He forgot the ant,He kept his promise and helped the ant,MCQ,,P024,
E_RP_L020_Q122,25,The Rainbow After Rain,What covered the sky at the beginning of the story?,Dark clouds,Bright stars,A rainbow,White birds,Dark clouds,MCQ,,P025,
E_RP_L020_Q123,25,The Rainbow After Rain,Why could Lily not play outside?,It was too cold,The rain was too heavy,She was tired,It was nighttime,The rain was too heavy,MCQ,,P025,
E_RP_L020_Q124,25,The Rainbow After Rain,What did Lily see after the rain stopped?,A rainbow,A snowman,A butterfly,A kite,A rainbow,MCQ,,P025,
E_RP_L020_Q125,25,The Rainbow After Rain,What did the rainbow look like?,A giant colorful bridge,A big flower,A shining star,A long road,A giant colorful bridge,MCQ,,P025,
E_RP_L020_Q126,25,The Rainbow After Rain,"What is a similar word for ""sad""?",Happy,Glad,Unhappy,Excited,Unhappy,MCQ,,P025,
E_RP_L020_Q127,26,The Little Cloud,What was the name of the little cloud?,Puffy,Fluffy,Sunny,Rainy,Puffy,MCQ,,P026,
E_RP_L020_Q128,26,The Little Cloud,What did Puffy see on the ground?,Snowy trees,Dry grass and sad flowers,A big lake,Many birds,Dry grass and sad flowers,MCQ,,P026,
E_RP_L020_Q129,26,The Little Cloud,What did Puffy collect to help the ground?,Leaves,Tiny drops of water,Flowers,Sunlight,Tiny drops of water,MCQ,,P026,
E_RP_L020_Q130,26,The Little Cloud,What appeared after the rain?,A rainbow,A snowman,A kite,A bird's nest,A rainbow,MCQ,,P026,
E_RP_L020_Q131,26,The Little Cloud,What did Puffy learn?,Clouds cannot help,Helping others can make a big difference,Rain is bad,Flowers do not need water,Helping others can make a big difference,MCQ,,P026,
E_RP_L020_Q132,27,The Helpful Little Ant,What was the name of the little ant?,Andy,Bobby,Tommy,Sammy,Andy,MCQ,,P027,
E_RP_L020_Q133,27,The Helpful Little Ant,Why could the butterfly not fly?,It was hungry,One of its wings was wet,It was sleeping,It was afraid,One of its wings was wet,MCQ,,P027,
E_RP_L020_Q134,27,The Helpful Little Ant,How did Andy help the butterfly?,He gave it food,He carried it home,He helped it move onto a dry leaf,He called a bird,He helped it move onto a dry leaf,MCQ,,P027,
E_RP_L020_Q135,27,The Helpful Little Ant,What did Andy and his ant friends use to help the beetle?,A flower,A small twig,A leaf,A stone,A small twig,MCQ,,P027,
E_RP_L020_Q136,27,The Helpful Little Ant,What did Andy learn from helping others?,Only big animals can help,Kindness and teamwork can make a big difference,It is better to work alone,Ants cannot help other animals,Kindness and teamwork can make a big difference,MCQ,,P027,
E_RP_L020_Q137,28,The Talking Tree,What was the boy's name?,Sam,Tim,Ben,Tom,Sam,MCQ,,P028,
E_RP_L020_Q138,28,The Talking Tree,What was special about the old tree?,It could fly,It could talk,It could walk,It could sing,It could talk,MCQ,,P028,
E_RP_L020_Q139,28,The Talking Tree,What did Sam see the children doing?,Planting trees,Picking flowers,Throwing rubbish,Building a house,Throwing rubbish,MCQ,,P028,
E_RP_L020_Q140,28,The Talking Tree,Why are trees important?,"They give us shade, fresh air, and homes for animals",They make toys,They make rainbows,They can run,"They give us shade, fresh air, and homes for animals",MCQ,,P028,
E_RP_L020_Q141,28,The Talking Tree,"What is a similar word for ""clean""?",Dirty,Tidy,Dark,Loud,Tidy,MCQ,,P028,
E_RP_L020_Q142,29,The Picnic in the Park,Who went to the park with Mia?,Her family,Her teacher,Her friends,Her neighbors,Her family,MCQ,,P029,
E_RP_L020_Q143,29,The Picnic in the Park,What did the family bring in the picnic basket?,Toys and books,"Sandwiches, apples, juice, and cookies",Only fruits,Balloons and cake,"Sandwiches, apples, juice, and cookies",MCQ,,P029,
E_RP_L020_Q144,29,The Picnic in the Park,What did Mia give the little bird?,Some crumbs,An apple,A sandwich,Some juice,Some crumbs,MCQ,,P029,
E_RP_L020_Q145,29,The Picnic in the Park,What did the family do before going home?,They left the food,They picked up their rubbish,They went swimming,They planted a tree,They picked up their rubbish,MCQ,,P029,
E_RP_L020_Q146,29,The Picnic in the Park,What did Mia learn from the picnic?,Parks are boring,Picnics are only for children,"Sharing, helping others, and keeping the park clean make a picnic more fun",Kites are difficult to fly,"Sharing, helping others, and keeping the park clean make a picnic more fun",MCQ,,P029,
E_RP_L020_Q147,30,The Lost Kitten,Where did Lily find the little kitten?,Under a bush,Inside a shop,On a tree,Near a river,Under a bush,MCQ,,P030,
E_RP_L020_Q148,30,The Lost Kitten,What did Lily give the kitten?,Milk,Some water,A toy,Some bread,Some water,MCQ,,P030,
E_RP_L020_Q149,30,The Lost Kitten,What was the kitten's name?,Mimi,Lily,Molly,Kitty,Mimi,MCQ,,P030,
E_RP_L020_Q150,30,The Lost Kitten,Who was looking for Mimi?,A little boy,Lily's teacher,The kitten's owner,A police officer,The kitten's owner,MCQ,,P030,
E_RP_L020_Q151,30,The Lost Kitten,"What is a similar word for ""scared""?",Brave,Afraid,Happy,Excited,Afraid,MCQ,,P030,
E_RP_L020_Q152,31,The Friendly Dolphin,Why did Rafi name the dolphin Finn?,Because Finn was his father's name,Because he wanted to give his new friend a name,Because the fishermen told him to,Because Finn was a famous dolphin,Because he wanted to give his new friend a name,MCQ,,P031,
E_RP_L020_Q153,31,The Friendly Dolphin,What problem did Finn have one afternoon?,He was hungry,He was lost,A fishing net was wrapped around his tail,He could not find the sea,A fishing net was wrapped around his tail,MCQ,,P031,
E_RP_L020_Q154,31,The Friendly Dolphin,Who helped free Finn from the fishing net?,Rafi's classmates,Some local fishermen,Rafi's teacher,A group of swimmers,Some local fishermen,MCQ,,P031,
E_RP_L020_Q155,31,The Friendly Dolphin,What did Rafi do after seeing rubbish near the beach?,He ignored it,He threw more rubbish into the sea,He started picking it up with his father,He went home and forgot about it,He started picking it up with his father,MCQ,,P031,
E_RP_L020_Q156,31,The Friendly Dolphin,"What is a similar word for ""curious""?",Interested,Angry,Tired,Afraid,Interested,MCQ,,P031,
